fips_code,state,state_name,county,cases_7_day_count_change,deaths_7_day_count_change,new_test_results_reported_7_day_rolling_average,percent_positive_7_day,admissions_covid_confirmed_last_7_days_per_100k_population,percent_adult_inpatient_beds_used_confirmed_covid,percent_adult_icu_beds_used_confirmed_covid,date,report_date_window_start,report_date_window_end,hsa_num
17031,IL,Illinois,Cook County,0,0,13326.57,9.14,12.3,4.8,5.1,2022-08-20,2022-08-14,2022-08-20,287
17031,IL,Illinois,Cook County,0,0,13333.14,11.06,12.9,4.6,4.4,2022-07-30,2022-07-24,2022-07-30,287
17031,IL,Illinois,Cook County,0,0,13335.86,11.29,12.9,4.6,4.3,2022-07-28,2022-07-22,2022-07-28,287
17031,IL,Illinois,Cook County,0,0,13346.43,5.01,0.0,0.0,0.0,2020-06-23,2020-06-17,2020-06-23,287
17031,IL,Illinois,Cook County,0,0,13360.57,9.97,9.8,3.5,3.6,2022-06-20,2022-06-14,2022-06-20,287
17031,IL,Illinois,Cook County,0,0,13387.29,9.75,13.1,4.9,5.4,2022-08-16,2022-08-10,2022-08-16,287
17031,IL,Illinois,Cook County,0,0,13401.43,9.46,12.5,4.8,5.3,2022-08-18,2022-08-12,2022-08-18,287
17031,IL,Illinois,Cook County,0,0,13410.57,11.2,13.0,4.6,4.3,2022-07-29,2022-07-23,2022-07-29,287
17031,IL,Illinois,Cook County,0,0,13420.57,5.56,5.0,2.9,6.8,2020-09-08,2020-09-02,2020-09-08,287
17031,IL,Illinois,Cook County,0,0,13437.0,9.04,11.7,4.7,5.0,2022-08-22,2022-08-16,2022-08-22,287
17031,IL,Illinois,Cook County,0,0,13448.0,11.24,12.4,4.5,4.1,2022-07-21,2022-07-15,2022-07-21,287
17031,IL,Illinois,Cook County,0,0,13453.57,0.63,2.1,1.1,2.4,2021-07-03,2021-06-27,2021-07-03,287
17031,IL,Illinois,Cook County,0,0,13479.29,10.94,11.7,4.0,4.2,2022-07-07,2022-07-01,2022-07-07,287
17031,IL,Illinois,Cook County,0,0,13495.14,5.22,5.1,3.0,6.9,2020-09-10,2020-09-04,2020-09-10,287
17031,IL,Illinois,Cook County,0,0,13506.14,5.56,5.2,2.9,6.7,2020-09-07,2020-09-01,2020-09-07,287
17031,IL,Illinois,Cook County,0,0,13518.14,9.76,13.2,4.9,5.5,2022-08-15,2022-08-09,2022-08-15,287
17031,IL,Illinois,Cook County,0,0,13526.43,5.16,4.8,2.9,6.9,2020-09-11,2020-09-05,2020-09-11,287
17031,IL,Illinois,Cook County,0,0,13575.29,10.81,12.8,4.5,4.3,2022-07-19,2022-07-13,2022-07-19,287
17031,IL,Illinois,Cook County,0,0,13616.43,5.5,5.1,3.0,8.0,2020-08-07,2020-08-01,2020-08-07,287
17031,IL,Illinois,Cook County,0,0,13620.43,5.45,5.3,3.0,8.4,2020-08-04,2020-07-29,2020-08-04,287
17031,IL,Illinois,Cook County,0,0,13634.0,10.99,11.9,4.1,4.2,2022-07-08,2022-07-02,2022-07-08,287
17031,IL,Illinois,Cook County,0,0,13671.0,5.07,4.9,2.9,7.7,2020-07-27,2020-07-21,2020-07-27,287
17031,IL,Illinois,Cook County,0,0,13679.43,10.24,13.6,4.9,5.4,2022-08-12,2022-08-06,2022-08-12,287
17031,IL,Illinois,Cook County,0,0,13691.0,10.33,14.1,4.9,5.3,2022-08-11,2022-08-05,2022-08-11,287
17031,IL,Illinois,Cook County,0,0,13709.0,10.3,9.9,3.5,3.5,2022-06-18,2022-06-12,2022-06-18,287
17031,IL,Illinois,Cook County,0,0,13716.57,10.66,13.4,4.8,4.9,2022-08-09,2022-08-03,2022-08-09,287
17031,IL,Illinois,Cook County,0,0,13733.29,11.82,13.0,4.5,3.9,2022-07-25,2022-07-19,2022-07-25,287
17031,IL,Illinois,Cook County,0,0,13744.0,4.99,5.4,3.1,7.4,2020-07-25,2020-07-19,2020-07-25,287
17031,IL,Illinois,Cook County,0,0,13751.43,1.64,5.4,3.4,7.8,2021-06-03,2021-05-28,2021-06-03,287
17031,IL,Illinois,Cook County,0,0,13760.57,10.1,9.8,3.5,3.6,2022-06-19,2022-06-13,2022-06-19,287
17031,IL,Illinois,Cook County,0,0,13805.86,5.01,5.2,3.2,7.6,2020-07-26,2020-07-20,2020-07-26,287
17031,IL,Illinois,Cook County,0,0,13808.71,4.9,5.8,3.0,7.4,2020-07-24,2020-07-18,2020-07-24,287
17031,IL,Illinois,Cook County,0,0,13835.0,5.03,4.8,2.9,7.7,2020-07-28,2020-07-22,2020-07-28,287
17031,IL,Illinois,Cook County,0,0,13843.0,5.45,4.9,3.0,7.7,2020-08-08,2020-08-02,2020-08-08,287
17031,IL,Illinois,Cook County,0,0,13844.14,5.49,4.6,2.9,7.5,2020-08-09,2020-08-03,2020-08-09,287
17031,IL,Illinois,Cook County,0,0,13847.29,10.98,12.1,4.1,4.1,2022-07-09,2022-07-03,2022-07-09,287
17031,IL,Illinois,Cook County,0,0,13886.14,5.12,5.0,2.9,7.8,2020-07-30,2020-07-24,2020-07-30,287
17031,IL,Illinois,Cook County,0,0,13888.0,5.19,5.0,2.8,8.0,2020-07-31,2020-07-25,2020-07-31,287
17031,IL,Illinois,Cook County,0,0,13904.29,1.81,5.8,3.7,8.5,2021-06-01,2021-05-26,2021-06-01,287
17031,IL,Illinois,Cook County,0,0,13927.86,1.55,5.3,3.2,7.4,2021-06-04,2021-05-29,2021-06-04,287
17031,IL,Illinois,Cook County,0,0,13958.29,4.77,6.2,3.0,6.7,2020-07-23,2020-07-17,2020-07-23,287
17031,IL,Illinois,Cook County,0,0,13966.14,1.4,5.1,2.9,6.7,2021-06-06,2021-05-31,2021-06-06,287
17031,IL,Illinois,Cook County,0,0,13970.14,5.4,4.8,2.9,7.4,2020-08-10,2020-08-04,2020-08-10,287
17031,IL,Illinois,Cook County,0,0,13984.29,4.89,4.6,2.9,6.9,2020-09-13,2020-09-07,2020-09-13,287
17031,IL,Illinois,Cook County,0,0,13985.29,1.12,4.2,2.4,5.4,2021-06-10,2021-06-04,2021-06-10,287
17031,IL,Illinois,Cook County,0,0,14010.57,4.43,1.1,0.8,8.1,2020-07-16,2020-07-10,2020-07-16,287
17031,IL,Illinois,Cook County,0,0,14028.29,8.68,12.0,4.7,4.9,2022-08-23,2022-08-17,2022-08-23,287
17031,IL,Illinois,Cook County,0,0,14060.57,10.93,12.1,4.1,4.0,2022-07-10,2022-07-04,2022-07-10,287
17031,IL,Illinois,Cook County,0,0,14095.43,10.49,13.3,4.8,4.8,2022-08-08,2022-08-02,2022-08-08,287
17031,IL,Illinois,Cook County,0,0,14107.71,5.27,5.2,2.9,8.2,2020-08-01,2020-07-26,2020-08-01,287
17031,IL,Illinois,Cook County,0,0,14112.71,5.52,4.7,2.9,7.2,2020-08-11,2020-08-05,2020-08-11,287
17031,IL,Illinois,Cook County,0,0,14116.29,10.84,12.7,4.7,4.5,2022-08-06,2022-07-31,2022-08-06,287
17031,IL,Illinois,Cook County,0,0,14128.29,10.8,12.7,4.7,4.4,2022-08-05,2022-07-30,2022-08-05,287
17031,IL,Illinois,Cook County,0,0,14148.86,4.95,4.7,2.9,6.9,2020-09-12,2020-09-06,2020-09-12,287
17031,IL,Illinois,Cook County,0,0,14158.29,1.43,5.2,3.1,7.0,2021-06-05,2021-05-30,2021-06-05,287
17031,IL,Illinois,Cook County,0,0,14160.71,10.96,12.3,4.7,4.5,2022-08-04,2022-07-29,2022-08-04,287
17031,IL,Illinois,Cook County,0,0,14163.86,5.36,5.2,2.9,8.3,2020-08-03,2020-07-28,2020-08-03,287
17031,IL,Illinois,Cook County,0,0,14251.86,4.55,5.8,3.1,7.7,2020-07-21,2020-07-15,2020-07-21,287
17031,IL,Illinois,Cook County,0,0,14265.71,4.35,0.0,0.0,0.0,2020-06-30,2020-06-24,2020-06-30,287
17031,IL,Illinois,Cook County,0,0,14287.57,10.61,13.3,4.8,4.7,2022-08-07,2022-08-01,2022-08-07,287
17031,IL,Illinois,Cook County,0,0,14287.86,4.44,4.9,2.4,7.8,2020-07-20,2020-07-14,2020-07-20,287
17031,IL,Illinois,Cook County,0,0,14292.57,5.3,5.3,2.9,8.3,2020-08-02,2020-07-27,2020-08-02,287
17031,IL,Illinois,Cook County,0,0,14349.29,1.86,6.1,3.7,8.5,2021-05-31,2021-05-25,2021-05-31,287
17031,IL,Illinois,Cook County,0,0,14368.29,4.28,2.2,1.1,7.8,2020-07-17,2020-07-11,2020-07-17,287
17031,IL,Illinois,Cook County,0,0,14388.0,7.08,10.0,3.6,3.0,2022-06-13,2022-06-07,2022-06-13,287
17031,IL,Illinois,Cook County,0,0,14420.43,1.01,3.9,2.3,5.2,2021-06-11,2021-06-05,2021-06-11,287
17031,IL,Illinois,Cook County,0,0,14446.86,4.27,4.1,1.5,7.8,2020-07-19,2020-07-13,2020-07-19,287
17031,IL,Illinois,Cook County,0,0,14451.29,6.93,11.0,4.1,4.7,2022-09-06,2022-08-31,2022-09-06,287
17031,IL,Illinois,Cook County,0,0,14471.86,11.6,12.7,4.5,3.9,2022-07-26,2022-07-20,2022-07-26,287
17031,IL,Illinois,Cook County,0,0,14482.14,3.17,5.2,1.7,3.1,2021-07-29,2021-07-23,2021-07-29,287
17031,IL,Illinois,Cook County,0,0,14498.71,5.55,4.5,2.7,7.1,2020-08-14,2020-08-08,2020-08-14,287
17031,IL,Illinois,Cook County,0,0,14512.71,0.93,3.7,2.3,5.1,2021-06-12,2021-06-06,2021-06-12,287
17031,IL,Illinois,Cook County,0,0,14525.14,0.56,2.2,1.1,2.6,2021-07-02,2021-06-26,2021-07-02,287
17031,IL,Illinois,Cook County,0,0,14539.14,10.5,12.8,4.5,4.3,2022-07-18,2022-07-12,2022-07-18,287
17031,IL,Illinois,Cook County,0,0,14562.86,4.27,3.2,1.3,7.9,2020-07-18,2020-07-12,2020-07-18,287
17031,IL,Illinois,Cook County,0,0,14621.86,8.22,11.8,4.6,4.8,2022-08-25,2022-08-19,2022-08-25,287
17031,IL,Illinois,Cook County,0,0,14623.71,5.5,5.4,2.9,6.6,2020-09-05,2020-08-30,2020-09-05,287
17031,IL,Illinois,Cook County,0,0,14753.43,8.22,11.8,4.6,4.7,2022-08-26,2022-08-20,2022-08-26,287
17031,IL,Illinois,Cook County,0,0,14765.43,5.57,5.3,2.9,6.6,2020-09-06,2020-08-31,2020-09-06,287
17031,IL,Illinois,Cook County,0,0,14797.71,8.16,11.8,4.6,4.7,2022-08-27,2022-08-21,2022-08-27,287
17031,IL,Illinois,Cook County,0,0,14829.43,1.28,4.7,2.6,5.9,2021-06-08,2021-06-02,2021-06-08,287
17031,IL,Illinois,Cook County,0,0,14870.0,4.9,4.5,2.7,6.8,2020-09-15,2020-09-09,2020-09-15,287
17031,IL,Illinois,Cook County,0,0,14870.86,5.69,5.0,2.7,7.1,2020-08-15,2020-08-09,2020-08-15,287
17031,IL,Illinois,Cook County,0,0,14877.43,4.91,4.6,2.8,6.9,2020-09-14,2020-09-08,2020-09-14,287
17031,IL,Illinois,Cook County,0,0,14898.71,6.63,10.8,4.2,4.8,2022-09-08,2022-09-02,2022-09-08,287
17031,IL,Illinois,Cook County,0,0,14935.0,8.1,12.1,4.6,4.7,2022-08-28,2022-08-22,2022-08-28,287
17031,IL,Illinois,Cook County,0,0,14940.57,5.75,5.5,2.7,7.2,2020-08-16,2020-08-10,2020-08-16,287
17031,IL,Illinois,Cook County,0,0,14968.43,5.59,4.2,2.7,6.9,2020-08-13,2020-08-07,2020-08-13,287
17031,IL,Illinois,Cook County,0,0,14991.57,1.34,5.1,2.9,6.5,2021-06-07,2021-06-01,2021-06-07,287
17031,IL,Illinois,Cook County,0,0,14997.0,3.33,5.5,1.8,3.2,2021-07-30,2021-07-24,2021-07-30,287
17031,IL,Illinois,Cook County,0,0,15052.43,6.74,11.0,4.1,4.7,2022-09-05,2022-08-30,2022-09-05,287
17031,IL,Illinois,Cook County,0,0,15053.71,5.83,6.0,2.7,7.2,2020-08-22,2020-08-16,2020-08-22,287
17031,IL,Illinois,Cook County,0,0,15059.71,5.8,5.4,2.7,7.2,2020-08-17,2020-08-11,2020-08-17,287
17031,IL,Illinois,Cook County,0,0,15078.29,5.9,5.7,2.6,7.2,2020-08-23,2020-08-17,2020-08-23,287
17031,IL,Illinois,Cook County,0,0,15156.14,3.98,7.7,3.1,3.5,2022-10-11,2022-10-05,2022-10-11,287
17031,IL,Illinois,Cook County,0,0,15180.14,4.89,9.2,3.7,4.2,2022-11-13,2022-11-07,2022-11-13,287
17031,IL,Illinois,Cook County,0,0,15180.43,10.6,13.4,4.2,3.8,2022-07-14,2022-07-08,2022-07-14,287
17031,IL,Illinois,Cook County,0,0,15207.29,5.85,5.7,2.6,7.1,2020-08-27,2020-08-21,2020-08-27,287
17031,IL,Illinois,Cook County,0,0,15227.86,4.84,9.1,3.7,4.2,2022-11-14,2022-11-08,2022-11-14,287
17031,IL,Illinois,Cook County,0,0,15262.14,6.31,11.1,4.2,5.0,2022-09-09,2022-09-03,2022-09-09,287
17031,IL,Illinois,Cook County,0,0,15266.29,4.99,10.0,3.6,4.3,2022-11-11,2022-11-05,2022-11-11,287
17031,IL,Illinois,Cook County,0,0,15266.57,0.51,2.2,1.1,2.6,2021-07-01,2021-06-25,2021-07-01,287
17031,IL,Illinois,Cook County,0,0,15275.71,3.48,5.5,1.9,3.4,2021-07-31,2021-07-25,2021-07-31,287
17031,IL,Illinois,Cook County,0,0,15295.0,10.33,13.0,4.4,4.1,2022-07-17,2022-07-11,2022-07-17,287
17031,IL,Illinois,Cook County,0,0,15298.14,4.93,9.5,3.6,4.3,2022-11-12,2022-11-06,2022-11-12,287
17031,IL,Illinois,Cook County,0,0,15309.86,4.77,4.5,2.7,7.0,2020-09-20,2020-09-14,2020-09-20,287
17031,IL,Illinois,Cook County,0,0,15317.0,7.93,11.9,4.5,4.7,2022-08-29,2022-08-23,2022-08-29,287
17031,IL,Illinois,Cook County,0,0,15335.43,5.96,5.8,2.6,7.3,2020-08-24,2020-08-18,2020-08-24,287
17031,IL,Illinois,Cook County,0,0,15369.57,10.43,13.0,4.3,3.9,2022-07-16,2022-07-10,2022-07-16,287
17031,IL,Illinois,Cook County,0,0,15399.71,4.07,7.9,3.2,3.3,2022-10-13,2022-10-07,2022-10-13,287
17031,IL,Illinois,Cook County,0,0,15406.29,5.52,5.3,2.9,6.5,2020-09-04,2020-08-29,2020-09-04,287
17031,IL,Illinois,Cook County,0,0,15407.0,5.8,5.6,2.6,7.3,2020-08-25,2020-08-19,2020-08-25,287
17031,IL,Illinois,Cook County,0,0,15416.57,5.81,5.6,2.8,7.1,2020-08-18,2020-08-12,2020-08-18,287
17031,IL,Illinois,Cook County,0,0,15429.0,11.03,12.2,4.1,3.9,2022-07-11,2022-07-05,2022-07-11,287
17031,IL,Illinois,Cook County,0,0,15440.14,5.62,5.4,2.6,7.0,2020-08-28,2020-08-22,2020-08-28,287
17031,IL,Illinois,Cook County,0,0,15443.57,10.39,13.3,4.2,3.8,2022-07-15,2022-07-09,2022-07-15,287
17031,IL,Illinois,Cook County,0,0,15458.43,4.43,0.0,0.0,0.0,2020-06-29,2020-06-23,2020-06-29,287
17031,IL,Illinois,Cook County,0,0,15483.43,5.67,6.2,2.7,7.2,2020-08-20,2020-08-14,2020-08-20,287
17031,IL,Illinois,Cook County,0,0,15484.57,5.51,5.2,2.6,6.4,2020-09-03,2020-08-28,2020-09-03,287
17031,IL,Illinois,Cook County,0,0,15497.14,0.81,3.4,2.2,5.0,2021-06-13,2021-06-07,2021-06-13,287
17031,IL,Illinois,Cook County,0,0,15528.86,6.13,11.2,4.2,5.0,2022-09-10,2022-09-04,2022-09-10,287
17031,IL,Illinois,Cook County,0,0,15542.43,4.85,4.5,2.7,6.9,2020-09-19,2020-09-13,2020-09-19,287
17031,IL,Illinois,Cook County,0,0,15544.71,4.12,8.1,3.1,3.2,2022-10-14,2022-10-08,2022-10-14,287
17031,IL,Illinois,Cook County,0,0,15555.71,4.82,4.3,2.7,6.8,2020-09-17,2020-09-11,2020-09-17,287
17031,IL,Illinois,Cook County,0,0,15582.43,6.01,10.9,4.2,4.9,2022-09-11,2022-09-05,2022-09-11,287
17031,IL,Illinois,Cook County,0,0,15618.86,4.13,8.4,3.1,3.1,2022-10-15,2022-10-09,2022-10-15,287
17031,IL,Illinois,Cook County,0,0,15640.57,4.69,4.4,2.8,7.0,2020-09-21,2020-09-15,2020-09-21,287
17031,IL,Illinois,Cook County,0,0,15655.86,5.48,5.6,2.6,6.4,2020-09-01,2020-08-26,2020-09-01,287
17031,IL,Illinois,Cook County,0,0,15656.43,4.16,8.7,3.2,3.1,2022-10-16,2022-10-10,2022-10-16,287
17031,IL,Illinois,Cook County,0,0,15679.0,4.86,0.0,0.0,0.0,2020-06-25,2020-06-19,2020-06-25,287
17031,IL,Illinois,Cook County,0,0,15684.0,4.62,9.1,3.7,4.2,2022-11-15,2022-11-09,2022-11-15,287
17031,IL,Illinois,Cook County,0,0,15696.86,4.97,10.0,3.6,4.2,2022-11-10,2022-11-04,2022-11-10,287
17031,IL,Illinois,Cook County,0,0,15713.57,5.85,6.2,2.7,7.2,2020-08-21,2020-08-15,2020-08-21,287
17031,IL,Illinois,Cook County,0,0,15731.43,5.06,10.6,3.6,4.0,2022-11-08,2022-11-02,2022-11-08,287
17031,IL,Illinois,Cook County,0,0,15783.57,3.53,5.6,2.0,3.5,2021-08-01,2021-07-26,2021-08-01,287
17031,IL,Illinois,Cook County,0,0,15793.86,4.84,4.5,2.7,6.8,2020-09-18,2020-09-12,2020-09-18,287
17031,IL,Illinois,Cook County,0,0,15796.0,7.7,11.3,4.4,4.7,2022-08-30,2022-08-24,2022-08-30,287
17031,IL,Illinois,Cook County,0,0,15833.43,10.34,12.6,4.1,3.9,2022-07-12,2022-07-06,2022-07-12,287
17031,IL,Illinois,Cook County,0,0,15863.57,4.32,8.9,3.3,3.3,2022-10-22,2022-10-16,2022-10-22,287
17031,IL,Illinois,Cook County,0,0,15871.0,4.33,9.0,3.3,3.4,2022-10-23,2022-10-17,2022-10-23,287
17031,IL,Illinois,Cook County,0,0,15911.57,5.47,5.5,2.6,6.6,2020-08-31,2020-08-25,2020-08-31,287
17031,IL,Illinois,Cook County,0,0,15941.86,2.02,6.9,4.0,9.2,2021-05-29,2021-05-23,2021-05-29,287
17031,IL,Illinois,Cook County,0,0,15942.57,5.67,5.3,2.6,6.9,2020-08-29,2020-08-23,2020-08-29,287
17031,IL,Illinois,Cook County,0,0,15954.71,1.91,6.5,3.9,8.9,2021-05-30,2021-05-24,2021-05-30,287
17031,IL,Illinois,Cook County,0,0,15957.86,5.55,5.5,2.6,6.8,2020-08-30,2020-08-24,2020-08-30,287
17031,IL,Illinois,Cook County,0,0,15978.86,4.84,9.4,3.5,3.7,2022-11-03,2022-10-28,2022-11-03,287
17031,IL,Illinois,Cook County,0,0,16018.14,4.21,8.9,3.2,3.2,2022-10-21,2022-10-15,2022-10-21,287
17031,IL,Illinois,Cook County,0,0,16105.29,4.93,10.8,3.5,3.9,2022-11-07,2022-11-01,2022-11-07,287
17031,IL,Illinois,Cook County,0,0,16121.29,4.09,8.6,3.2,3.2,2022-10-17,2022-10-11,2022-10-17,287
17031,IL,Illinois,Cook County,0,0,16142.43,4.91,10.0,3.5,3.7,2022-11-05,2022-10-30,2022-11-05,287
17031,IL,Illinois,Cook County,0,0,16149.71,4.51,9.0,3.4,3.6,2022-10-25,2022-10-19,2022-10-25,287
17031,IL,Illinois,Cook County,0,0,16165.43,4.37,9.2,3.4,3.4,2022-10-24,2022-10-18,2022-10-24,287
17031,IL,Illinois,Cook County,0,0,16181.57,4.59,4.5,2.8,7.0,2020-09-22,2020-09-16,2020-09-22,287
17031,IL,Illinois,Cook County,0,0,16183.43,0.75,3.3,2.1,4.8,2021-06-14,2021-06-08,2021-06-14,287
17031,IL,Illinois,Cook County,0,0,16196.86,4.87,9.6,3.5,3.6,2022-11-04,2022-10-29,2022-11-04,287
17031,IL,Illinois,Cook County,0,0,16250.0,4.9,10.4,3.5,3.8,2022-11-06,2022-10-31,2022-11-06,287
17031,IL,Illinois,Cook County,0,0,16273.57,3.67,7.6,3.1,3.6,2022-10-10,2022-10-04,2022-10-10,287
17031,IL,Illinois,Cook County,0,0,16321.0,4.68,9.3,3.5,3.8,2022-10-27,2022-10-21,2022-10-27,287
17031,IL,Illinois,Cook County,0,0,16328.71,4.63,0.0,0.0,0.0,2020-06-26,2020-06-20,2020-06-26,287
17031,IL,Illinois,Cook County,0,0,16346.0,4.44,0.0,0.0,0.0,2020-06-28,2020-06-22,2020-06-28,287
17031,IL,Illinois,Cook County,0,0,16415.86,2.11,7.5,4.2,9.4,2021-05-28,2021-05-22,2021-05-28,287
17031,IL,Illinois,Cook County,0,0,16425.0,3.68,5.9,2.1,3.8,2021-08-02,2021-07-27,2021-08-02,287
17031,IL,Illinois,Cook County,0,0,16428.57,0.53,2.7,1.6,3.8,2021-06-20,2021-06-14,2021-06-20,287
17031,IL,Illinois,Cook County,0,0,16503.0,4.49,0.0,0.0,0.0,2020-06-27,2020-06-21,2020-06-27,287
17031,IL,Illinois,Cook County,0,0,16508.86,4.03,8.6,3.2,3.1,2022-10-20,2022-10-14,2022-10-20,287
17031,IL,Illinois,Cook County,0,0,16530.57,0.49,2.3,1.4,3.4,2021-06-22,2021-06-16,2021-06-22,287
17031,IL,Illinois,Cook County,0,0,16567.71,6.91,11.1,4.2,4.8,2022-09-04,2022-08-29,2022-09-04,287
17031,IL,Illinois,Cook County,0,0,16578.0,7.31,11.3,4.3,4.7,2022-09-01,2022-08-26,2022-09-01,287
17031,IL,Illinois,Cook County,0,0,16592.0,4.6,4.6,2.8,6.8,2020-09-25,2020-09-19,2020-09-25,287
17031,IL,Illinois,Cook County,0,0,16598.14,6.52,10.3,3.7,3.0,2022-06-12,2022-06-06,2022-06-12,287
17031,IL,Illinois,Cook County,0,0,16607.14,4.63,9.4,3.5,3.8,2022-10-28,2022-10-22,2022-10-28,287
17031,IL,Illinois,Cook County,0,0,16637.43,4.65,4.5,2.8,7.0,2020-09-24,2020-09-18,2020-09-24,287
17031,IL,Illinois,Cook County,0,0,16729.29,6.05,10.6,4.2,4.8,2022-09-12,2022-09-06,2022-09-12,287
17031,IL,Illinois,Cook County,0,0,16734.86,0.55,3.0,1.8,4.2,2021-06-18,2021-06-12,2021-06-18,287
17031,IL,Illinois,Cook County,0,0,16758.71,4.66,9.4,3.5,3.8,2022-10-29,2022-10-23,2022-10-29,287
17031,IL,Illinois,Cook County,0,0,16764.43,6.57,10.2,3.8,3.0,2022-06-11,2022-06-05,2022-06-11,287
17031,IL,Illinois,Cook County,0,0,16808.86,6.96,11.2,4.2,4.8,2022-09-03,2022-08-28,2022-09-03,287
17031,IL,Illinois,Cook County,0,0,16811.29,4.68,4.7,2.8,6.7,2020-09-26,2020-09-20,2020-09-26,287
17031,IL,Illinois,Cook County,0,0,16827.43,2.29,8.0,4.3,9.5,2021-05-27,2021-05-21,2021-05-27,287
17031,IL,Illinois,Cook County,0,0,16853.86,3.57,7.7,3.1,3.7,2022-10-09,2022-10-03,2022-10-09,287
17031,IL,Illinois,Cook County,0,0,16886.14,0.53,2.9,1.7,4.0,2021-06-19,2021-06-13,2021-06-19,287
17031,IL,Illinois,Cook County,0,0,16888.29,7.04,11.5,4.3,4.7,2022-09-02,2022-08-27,2022-09-02,287
17031,IL,Illinois,Cook County,0,0,16928.57,0.65,3.3,2.0,4.6,2021-06-15,2021-06-09,2021-06-15,287
17031,IL,Illinois,Cook County,0,0,16948.14,3.58,7.8,3.1,3.6,2022-10-07,2022-10-01,2022-10-07,287
17031,IL,Illinois,Cook County,0,0,16957.14,0.56,3.0,1.8,4.4,2021-06-17,2021-06-11,2021-06-17,287
17031,IL,Illinois,Cook County,0,0,17020.0,3.92,8.6,3.2,3.2,2022-10-18,2022-10-12,2022-10-18,287
17031,IL,Illinois,Cook County,0,0,17038.0,4.83,4.7,2.8,6.6,2020-09-27,2020-09-21,2020-09-27,287
17031,IL,Illinois,Cook County,0,0,17052.71,3.54,7.7,3.1,3.7,2022-10-08,2022-10-02,2022-10-08,287
17031,IL,Illinois,Cook County,0,0,17071.86,3.79,6.3,2.2,4.0,2021-08-03,2021-07-28,2021-08-03,287
17031,IL,Illinois,Cook County,0,0,17090.0,4.59,5.0,2.9,6.5,2020-10-01,2020-09-25,2020-10-01,287
17031,IL,Illinois,Cook County,0,0,17130.43,3.31,9.2,5.3,10.1,2021-02-18,2021-02-12,2021-02-18,287
17031,IL,Illinois,Cook County,0,0,17170.29,0.49,2.6,1.5,3.6,2021-06-21,2021-06-15,2021-06-21,287
17031,IL,Illinois,Cook County,0,0,17231.0,3.77,9.1,3.5,4.1,2022-09-26,2022-09-20,2022-09-26,287
17031,IL,Illinois,Cook County,0,0,17284.43,4.79,5.0,2.8,6.5,2020-09-28,2020-09-22,2020-09-28,287
17031,IL,Illinois,Cook County,0,0,17295.0,4.77,4.9,2.8,6.5,2020-09-29,2020-09-23,2020-09-29,287
17031,IL,Illinois,Cook County,0,0,17297.0,3.51,8.0,3.1,3.6,2022-10-06,2022-09-30,2022-10-06,287
17031,IL,Illinois,Cook County,0,0,17327.0,3.85,9.5,3.6,4.2,2022-09-25,2022-09-19,2022-09-25,287
17031,IL,Illinois,Cook County,0,0,17350.57,3.22,9.3,4.9,9.6,2021-02-20,2021-02-14,2021-02-20,287
17031,IL,Illinois,Cook County,0,0,17352.14,3.24,9.4,5.1,9.8,2021-02-19,2021-02-13,2021-02-19,287
17031,IL,Illinois,Cook County,0,0,17358.71,3.56,8.1,3.3,3.7,2022-09-29,2022-09-23,2022-09-29,287
17031,IL,Illinois,Cook County,0,0,17362.29,3.9,9.7,3.6,4.3,2022-09-24,2022-09-18,2022-09-24,287
17031,IL,Illinois,Cook County,0,0,17368.29,2.58,8.5,4.5,9.9,2021-05-25,2021-05-19,2021-05-25,287
17031,IL,Illinois,Cook County,0,0,17399.57,3.43,7.9,3.1,3.4,2022-10-04,2022-09-28,2022-10-04,287
17031,IL,Illinois,Cook County,0,0,17400.14,3.49,7.5,3.1,3.3,2022-10-02,2022-09-26,2022-10-02,287
17031,IL,Illinois,Cook County,0,0,17405.43,5.49,10.7,4.3,4.8,2022-09-13,2022-09-07,2022-09-13,287
17031,IL,Illinois,Cook County,0,0,17414.29,4.56,4.8,3.0,6.6,2020-10-02,2020-09-26,2020-10-02,287
17031,IL,Illinois,Cook County,0,0,17428.14,4.55,4.8,3.0,6.6,2020-10-03,2020-09-27,2020-10-03,287
17031,IL,Illinois,Cook County,0,0,17456.0,3.5,7.6,3.1,3.3,2022-10-03,2022-09-27,2022-10-03,287
17031,IL,Illinois,Cook County,0,0,17471.29,3.51,7.5,3.2,3.3,2022-10-01,2022-09-25,2022-10-01,287
17031,IL,Illinois,Cook County,0,0,17485.43,3.94,10.3,3.6,4.4,2022-09-23,2022-09-17,2022-09-23,287
17031,IL,Illinois,Cook County,0,0,17517.86,3.2,9.0,4.8,9.5,2021-02-21,2021-02-15,2021-02-21,287
17031,IL,Illinois,Cook County,0,0,17579.43,3.7,8.7,3.4,4.0,2022-09-27,2022-09-21,2022-09-27,287
17031,IL,Illinois,Cook County,0,0,17603.14,4.86,10.1,4.1,4.6,2022-09-15,2022-09-09,2022-09-15,287
17031,IL,Illinois,Cook County,0,0,17659.0,3.5,7.4,3.2,3.5,2022-09-30,2022-09-24,2022-09-30,287
17031,IL,Illinois,Cook County,0,0,17681.86,3.57,9.7,5.6,10.8,2021-02-16,2021-02-10,2021-02-16,287
17031,IL,Illinois,Cook County,0,0,17729.0,4.5,5.0,3.0,6.7,2020-10-04,2020-09-28,2020-10-04,287
